type;dwt;year;country;date;price
3;58629;2009;1;16.07.2024;16 000 000
3;58018;2009;1;16.07.2024;12 500 000
3;57824;2012;1;16.07.2024;15 000 000
3;56726;2010;1;16.07.2024;12 000 000
3;56200;2011;3;05.07.2024;18 200 000
3;55400;2007;3;05.07.2024;14 600 000
3;53565;2005;1;16.07.2024;10 200 000
3;39800;2020;3;05.07.2024;30 000 000
3;39266;2015;1;16.07.2024;78 000 000
3;37000;2019;3;16.07.2024;28 000 000
3;36866;2011;2;16.07.2024;15 300 000
3;36845;2012;2;16.07.2024;16 200 000
3;36845;2012;3;16.07.2024;16 200 000
3;36839;2011;2;16.07.2024;15 300 000
3;35732;2011;1;16.07.2024;14 600 000
3;36000;2017;3;18.07.2024;26 700 000
2;63641;2021;3;18.07.2024;25 500 000
2;77684;2008;1;18.07.2024;11 600 000
3;56944;2010;1;18.07.2024;13 800 000
3;57353;2011;1;18.07.2024;14 200 000
3;37666;2014;1;18.07.2024;19 000 000
3;37653;2014;1;18.07.2024;19 000 000
3;58000;2010;1;22.07.2024;17 300 000
2;61473;2012;3;22.07.2024;22 000 000
3;37118;2012;3;22.07.2024;17 100 000
3;57318;2009;1;22.07.2024;15 250 000
2;82143;2024;1;22.07.2024;40 850 000
1;177489;2005;3;23.07.2024;22 000 000
2;81608;2012;4;23.07.2024;17 500 000
2;61463;2012;3;23.07.2024;21 500 000
3;38000;2012;3;23.07.2024;17 000 000
1;176303;2006;3;31.07.2024;18 800 000
2;82204;2017;3;31.07.2024;37 000 000
2;60498;2017;3;31.07.2024;32 500 000
3;57374;2013;1;31.07.2024;17 300 000
3;56922;2012;1;31.07.2024;14 200 000
3;56032;2005;3;31.07.2024;13 300 000
3;37332;2018;1;31.07.2024;22 000 000
3;39000;2016;1;05.08.2024;23 000 000
2;81905;2012;1;05.08.2024;19 000 000
2;81680;2012;1;05.08.2024;19 000 000
2;81610;2012;1;05.08.2024;19 000 000
2;63319;2024;1;05.08.2024;38 300 000
2;63310;2015;1;05.08.2024;25 500 000
2;63000;2020;3;05.08.2024;37 750 000
2;61616;2012;3;05.08.2024;23 500 000
3;56784;2009;1;05.08.2024;13 000 000
3;37729;2010;1;05.08.2024;11 800 000
3;37046;2015;3;05.08.2024;21 500 000
3;36845;2012;2;05.08.2024;16 200 000
3;54881;2006;3;07.08.2024;14 500 000
3;40320;2024;3;07.08.2024;35 400 000
3;40000;2025;1;07.08.2024;32 000 000
3;40000;2025;1;07.08.2024;32 000 000
2;87052;2005;3;12.08.2024;13 000 000
3;56000;2006;3;12.08.2024;14 000 000
3;40300;2024;3;12.08.2024;35 350 000
2;61438;2017;3;13.08.2024;27 800 000
2;81448;2007;3;13.08.2024;17 570 000
2;74844;2012;1;13.08.2024;14 710 000
2;82331;2008;3;13.08.2024;17 600 000
2;63685;2015;1;16.08.2024;24 250 000
2;63654;2015;1;16.08.2024;24 250 000
2;63638;2015;1;16.08.2024;24 250 000
2;63587;2015;1;16.08.2024;24 250 000
2;63290;2019;1;16.08.2024;32 100 000
2;76000;2013;1;20.08.2024;18 500 000
2;81841;2015;3;26.08.2024;30 500 000
2;80868;2015;3;26.08.2024;30 500 000
3;57011;2010;1;26.08.2024;12 300 000
3;37130;2010;3;26.08.2024;15 250 000
1;177947;2007;1;26.08.2024;23 300 000
1;174240;2006;1;26.08.2024;21 500 000
2;82315;2023;1;26.08.2024;38 500 000
2;74052;2014;1;26.08.2024;21 000 000
1;178002;2008;1;09.09.2024;24 500 000
1;174413;2005;1;23.09.2024;20 000 000
1;173723;2008;1;02.09.2024;19 100 000
2;119227;2012;3;23.09.2024;25 000 000
2;82171;2009;3;29.09.2024;16 250 000
2;81811;2014;3;23.09.2024;26 000 000
2;81792;2013;1;23.09.2024;18 000 000
2;81792;2013;1;23.09.2024;18 000 000
2;81093;2020;1;29.09.2024;30 000 000
2;62601;2018;3;09.09.2024;34 350 000
2;61388;2011;3;23.09.2024;21 000 000
2;61353;2014;3;09.09.2024;24 750 000
2;61177;2015;3;29.09.2024;26 400 000
3;58097;2012;1;29.09.2024;19 000 000
3;58090;2009;1;09.09.2024;16 000 000
3;58079;2009;1;23.09.2024;16 200 000
3;57260;2011;1;29.09.2024;16 700 000
3;57000;2011;1;23.09.2024;13 800 000
3;56861;2010;1;09.09.2024;12 500 000
3;56819;2011;1;02.09.2024;14 000 000
3;56316;2010;1;09.09.2024;12 500 000
3;56136;2010;3;23.09.2024;16 000 000
3;56000;2011;1;29.09.2024;14 750 000
3;55989;2010;3;23.09.2024;18 000 000
3;55600;2005;3;29.09.2024;11 850 000
3;55557;2005;3;23.09.2024;11 850 000
3;54958;2010;3;29.09.2024;15 000 000
3;54881;2006;3;09.09.2024;14 000 000
3;53503;2007;3;29.09.2024;13 000 000
3;37720;2020;3;23.09.2024;28 500 000
3;35091;2010;1;09.09.2024;8 300 000
1;178076;2010;1;29.10.2024;26 500 000
1;174757;2010;3;21.10.2024;27 000 000
1;174398;2005;1;15.10.2024;18 000 000
2;106445;2007;3;08.10.2024;15 000 000
2;95719;2013;3;09.10.2024;23 350 000
2;82256;2010;3;15.10.2024;16 800 000
2;82224;2012;3;17.10.2024;22 500 000
2;81900;2014;1;09.10.2024;24 000 000
2;81805;2012;1;21.10.2024;16 000 000
2;81504;2020;1;08.10.2024;30 000 000
2;80001;2014;3;09.10.2024;26 100 000
2;76635;2007;3;08.10.2024;14 700 000
2;76508;2005;3;08.10.2024;11 100 000
2;75804;2005;3;21.10.2024;10 500 000
2;75026;2010;1;08.10.2024;15 000 000
2;74759;2005;1;31.10.2024;9 000 000
2;63674;2020;1;29.10.2024;32 000 000
2;63577;2016;1;21.10.2024;25 500 000
2;63449;2019;3;08.10.2024;36 000 000
2;62619;2021;3;15.10.2024;39 000 000
2;61254;2016;3;08.10.2024;29 000 000
2;61090;2015;3;29.10.2024;25 000 000
2;61090;2014;3;29.10.2024;25 000 000
3;58790;2008;1;09.10.2024;15 350 000
3;58761;2009;1;29.10.2024;15 700 000
3;57696;2010;1;29.10.2024;12 500 000
3;57317;2010;1;29.10.2024;12 500 000
3;57298;2010;1;29.10.2024;12 500 000
3;57295;2010;1;29.10.2024;12 500 000
3;57260;2011;2;08.10.2024;16 700 000
3;56801;2011;1;17.10.2024;12 800 000
3;56729;2011;1;17.10.2024;12 800 000
3;55905;2007;3;09.10.2024;14 500 000
3;55802;2017;3;21.10.2024;26 000 000
3;55691;2009;3;21.10.2024;14 800 000
3;53565;2005;1;22.10.2024;10 000 000
3;53556;2007;3;08.10.2024;12 000 000
3;53466;2006;3;29.10.2024;11 800 000
3;40567;2023;1;29.10.2024;30 000 000
3;40261;2020;1;08.10.2024;27 000 000
3;40261;2020;1;17.10.2024;27 500 000
3;40098;2017;1;29.10.2024;25 250 000
3;39890;2016;1;31.10.2024;21 000 000
3;39790;2016;1;31.10.2024;21 000 000
3;38890;2005;1;15.10.2024;8 000 000
3;38238;2011;3;08.10.2024;15 200 000
3;37019;2012;1;29.10.2024;14 000 000
3;36009;2011;1;29.10.2024;12 500 000
3;35485;2014;1;01.10.2024;16 500 000
3;35480;2015;1;09.10.2024;15 200 000
3;35365;2011;2;08.10.2024;15 150 000
1;179023;2012;1;22.11.2024;31 800 000
1;178733;2012;1;22.11.2024;31 800 000
1;174757;2010;3;04.11.2024;26 000 000
1;169092;2010;2;27.11.2024;23 500 000
2;93238;2010;1;27.11.2024;12 800 000
2;93181;2011;1;15.11.2024;14 100 000
2;87052;2005;3;11.11.2024;12 900 000
2;87052;2005;3;11.11.2024;12 900 000
2;82177;2011;1;27.11.2024;17 300 000
2;82000;2014;1;04.11.2024;26 500 000
2;82000;2019;1;27.11.2024;29 000 000
2;81795;2019;1;11.11.2024;34 000 000
2;81793;2014;1;11.11.2024;23 400 000
2;81600;2016;1;04.11.2024;27 500 000
2;81323;2016;1;11.11.2024;22 666 667
2;81315;2016;1;11.11.2024;22 666 667
2;81296;2015;1;11.11.2024;22 666 667
2;81170;2012;1;04.11.2024;16 400 000
2;81093;2020;1;18.11.2024;28 500 000
2;79200;2011;1;18.11.2024;14 750 000
2;75756;2006;3;11.11.2024;10 800 000
2;75709;2006;3;18.11.2024;12 300 000
2;74759;2005;1;04.11.2024;8 900 000
2;74138;2013;1;18.11.2024;17 500 000
2;63878;2020;1;04.11.2024;32 500 000
2;63608;2015;1;04.11.2024;23 500 000
2;63342;2019;1;04.11.2024;31 830 000
2;63145;2023;1;27.11.2024;32 500 000
2;63050;2023;1;27.11.2024;32 500 000
2;61664;2010;3;20.11.2024;20 000 000
2;61664;2017;1;20.11.2024;24 520 000
3;57300;2013;1;20.11.2024;17 200 000
3;57300;2013;1;20.11.2024;17 200 000
3;57280;2012;1;22.11.2024;15 500 000
3;56900;2011;1;15.11.2024;14 000 000
3;56121;2011;1;22.11.2024;14 000 000
3;56119;2009;3;22.11.2024;15 800 000
3;55947;2010;3;15.11.2024;14 800 000
3;55660;2011;2;27.11.2024;16 750 000
3;55653;2009;3;22.11.2024;15 200 000
3;51156;2012;3;20.11.2024;16 000 000
3;37429;2014;3;22.11.2024;19 200 000
3;36009;2010;1;11.11.2024;11 600 000
1;179250;2011;2;05.12.2024;27 750 000
2;61579;2019;1;05.12.2024;29 500 000
3;55868;2011;3;05.12.2024;16 400 000
1;177736;2008;1;05.12.2024;24 500 000
2;91686;2013;3;12.12.2024;21 800 000
3;56825;2010;1;12.12.2024;13 500 000
1;178459;2011;3;18.12.2024;30 000 000
3;55548;2010;1;18.12.2024;12 800 000
3;51828;2007;3;18.12.2024;12 000 000
2;82641;2008;3;25.12.2024;12 800 000
2;82265;2012;3;25.12.2024;20 000 000
2;81487;2010;3;25.12.2024;15 000 000
3;56444;2012;1;25.12.2024;12 900 000
3;56023;2005;3;25.12.2024;10 900 000
3;56704;2010;1;05.01.2025;11 300 000
2;82535;2007;3;05.01.2025;11 000 000
2;61381;2013;3;13.01.2025;19 600 000
2;76263;2005;3;13.01.2025;8 100 000
3;50460;2011;3;13.01.2025;15 850 000
2;64195;2024;1;13.01.2025;25 000 000
3;37537;2015;3;13.01.2025;17 800 000
2;81177;2012;1;15.01.2025;16 200 000
3;56124;2012;3;15.01.2025;17 500 000
3;35278;2007;3;15.01.2025;10 000 000
3;58429;2019;2;21.01.2025;11 800 000
3;56719;2011;1;21.01.2025;11 900 000
3;56873;2010;1;21.01.2025;11 000 000
2;76441;2010;3;21.01.2025;15 000 000
2;64195;2024;1;21.01.2025;25 000 000
3;53588;2005;1;21.01.2025;9 000 000
3;35215;2010;1;21.01.2025;7 000 000
3;35043;2010;1;21.01.2025;7 000 000
1;176768;2010;3;28.01.2025;29 000 000
2;82172;2014;3;28.01.2025;23 500 000
2;82014;2014;3;28.01.2025;25 050 000
2;80982;2017;3;28.01.2025;27 650 000
2;79329;2010;1;28.01.2025;12 000 000
2;76801;2005;3;28.01.2025;8 000 000
2;75321;2013;1;28.01.2025;15 800 000
3;56071;2013;1;28.01.2025;15 000 000
1;178500;2011;3;07.02.2025;30 500 000
2;93193;2010;1;15.02.2025;11 850 000
2;87328;2010;1;11.02.2025;11 800 000
2;81911;2020;3;11.02.2025;32 000 000
2;81601;2020;3;11.02.2025;32 000 000
2;80596;2012;3;02.02.2025;15 750 000
2;76596;2006;3;15.02.2025;8 200 000
2;70871;2011;1;11.02.2025;9 000 000
2;70807;2011;1;11.02.2025;9 000 000
2;70785;2011;1;11.02.2025;9 000 000
2;63700;2024;3;15.02.2025;41 000 000
2;60835;2013;3;15.02.2025;19 500 000
3;58743;2009;1;15.02.2025;15 700 000
3;58097;2012;1;15.02.2025;14 800 000
3;55705;2012;2;02.02.2025;17 600 000
3;53627;2007;1;15.02.2025;8 500 000
3;53162;2005;1;18.02.2025;8 000 000
3;48910;2011;1;11.02.2025;6 250 000
3;38981;2005;1;15.02.2025;6 000 000
3;38200;2012;3;15.02.2025;13 500 000
3;37500;2015;3;07.02.2025;16 500 000
2;93005;2012;1;26.02.2025;13 800 000
2;87328;2010;1;26.02.2025;10 900 000
2;82612;2008;1;26.02.2025;12 750 000
3;57809;2009;1;26.02.2025;11 500 000
3;56104;2012;3;26.02.2025;16 800 000
3;38200;2012;3;26.02.2025;13 500 000
3;53809;2005;1;26.02.2025;7 500 000
3;38995;2005;1;26.02.2025;6 000 000
3;37405;2012;2;26.02.2025;14 200 000
1;179742;2010;2;11.03.2025;25 000 000
1;178623;2010;3;10.03.2025;27 200 000
1;176371;2011;1;11.03.2025;25 700 000
1;171681;2006;2;18.03.2025;19 000 000
1;171680;2006;2;18.03.2025;19 000 000
1;159126;2010;2;04.03.2025;21 100 000
2;88174;2005;3;18.03.2025;9 000 000
2;82206;2011;3;31.03.2025;17 200 000
2;82122;2012;3;24.03.2025;17 000 000
2;81782;2014;3;04.03.2025;20 500 000
2;78821;2009;3;04.03.2025;11 500 000
2;76801;2005;3;04.03.2025;7 900 000
2;74940;2011;3;11.03.2025;13 500 000
2;74900;2012;3;31.03.2025;14 500 000
2;63688;2020;1;04.03.2025;28 000 000
2;63668;2020;1;31.03.2025;31 700 000
2;63597;2020;1;04.03.2025;28 000 000
2;63547;2020;3;04.03.2025;29 800 000
2;63099;2015;1;10.03.2025;22 000 000
2;60527;2008;3;10.03.2025;14 800 000
2;60500;2016;3;10.03.2025;24 000 000
3;58730;2008;1;18.03.2025;11 800 000
3;58071;2016;3;24.03.2025;23 000 000
3;56988;2010;1;04.03.2025;10 700 000
3;56704;2010;1;18.03.2025;11 300 000
3;56598;2010;1;04.03.2025;11 200 000
3;55851;2013;3;31.03.2025;16 800 000
3;55725;2014;3;10.03.2025;18 000 000
3;55650;2011;3;31.03.2025;16 000 000
3;55566;2005;1;18.03.2025;8 500 000
3;55418;2007;3;04.03.2025;10 500 000
3;55381;2007;3;21.03.2025;11 350 000
3;53390;2009;1;18.03.2025;9 800 000
3;53350;2007;1;21.03.2025;8 260 000
3;39795;2025;3;10.03.2025;32 000 000
3;38981;2005;1;21.03.2025;6 300 000
3;38700;2013;2;11.03.2025;15 000 000
3;38700;2013;2;11.03.2025;15 000 000
3;38700;2013;2;11.03.2025;15 000 000
3;37537;2015;3;10.03.2025;17 500 000
3;37133;2017;3;10.03.2025;20 500 000
3;37105;2021;3;24.03.2025;24 800 000
3;36009;2010;1;10.03.2025;9 000 000
3;36009;2010;1;31.03.2025;9 500 000
3;35774;2010;3;04.03.2025;10 800 000
3;35112;2011;1;04.03.2025;9 750 000
3;35000;2012;1;24.03.2025;8 150 000
2;117549;2016;3;07.04.2025;26 500 000
2;92759;2012;2;07.04.2025;13 200 000
2;82849;2006;3;17.04.2025;11 400 000
2;81945;2015;1;08.04.2025;18 250 000
2;81827;2011;2;08.04.2025;16 300 000
2;81586;2012;2;08.04.2025;17 400 000
2;81000;2013;1;17.04.2025;16 700 000
2;79000;2011;1;07.04.2025;13 300 000
2;76596;2006;3;29.04.2025;9 000 000
2;75800;2005;3;17.04.2025;9 450 000
2;75500;2008;1;17.04.2025;10 500 000
2;64050;2020;3;29.04.2025;30 600 000
2;63668;2025;1;07.04.2025;35 800 000
2;63449;2019;3;17.04.2025;62 000 000
2;63100;2015;1;29.04.2025;20 000 000
2;61500;2011;3;17.04.2025;17 500 000
2;60200;2017;3;29.04.2025;19 500 000
2;60195;2017;3;17.04.2025;25 500 000
3;58837;2008;1;08.04.2025;11 800 000
3;58000;2011;1;29.04.2025;11 400 000
3;57022;2010;1;07.04.2025;10 700 000
3;56953;2009;1;29.04.2025;10 500 000
3;56836;2010;1;07.04.2025;10 200 000
3;56006;2005;3;29.04.2025;10 200 000
3;55869;2011;3;29.04.2025;15 000 000
3;55851;2013;3;07.04.2025;16 800 000
3;55818;2009;3;07.04.2025;13 000 000
3;54042;2009;1;29.04.2025;10 300 000
3;52200;2008;3;29.04.2025;12 250 000
3;50630;2011;3;07.04.2025;14 000 000
3;40400;2025;1;17.04.2025;29 500 000
3;40400;2025;1;17.04.2025;29 500 000
3;38000;2020;3;29.04.2025;25 500 000
3;37811;2015;3;17.04.2025;18 500 000
1;179200;2010;2;06.05.2025;27 500 000
1;176925;2006;3;06.05.2025;18 750 000
2;119480;2010;3;27.05.2025;16 000 000
2;82168;2010;1;27.05.2025;15 000 000
2;81774;2017;1;27.05.2025;27 500 000
2;81671;2018;1;08.05.2025;28 000 000
2;79649;2010;1;27.05.2025;10 000 000
2;79508;2011;1;13.05.2025;9 500 000
2;79403;2010;1;06.05.2025;9 500 000
2;76525;2007;3;13.05.2025;11 200 000
2;74930;2012;3;08.05.2025;14 500 000
2;66728;2005;3;06.05.2025;9 000 000
2;63591;2021;1;06.05.2025;31 000 000
2;60456;2015;3;27.05.2025;22 000 000
3;57809;2011;1;08.05.2025;12 800 000
3;57809;2011;1;06.05.2025;12 500 000
3;56856;2011;1;13.05.2025;11 500 000
3;56841;2010;1;06.05.2025;9 900 000
3;56830;2011;1;27.05.2025;12 500 000
3;56709;2012;1;06.05.2025;12 000 000
3;56025;2005;3;13.05.2025;10 200 000
3;55886;2011;3;27.05.2025;15 500 000
3;39000;2015;1;13.05.2025;14 500 000
3;38503;2011;3;08.05.2025;14 300 000
3;38036;2012;3;13.05.2025;15 000 000
3;37614;2015;3;13.05.2025;18 000 000
3;35723;2010;3;06.05.2025;10 200 000
3;35173;2013;2;06.05.2025;15 150 000
3;35112;2011;1;27.05.2025;8 500 000
1;176387;2012;1;03.06.2025;24 800 000
2;119376;2011;3;03.06.2025;16 500 000
2;110842;2012;3;17.06.2025;19 000 000
2;82513;2011;1;09.06.2025;14 200 000
2;82200;2013;1;20.06.2025;17 600 000
2;81816;2020;3;09.06.2025;31 500 000
2;81800;2019;1;09.06.2025;24 800 000
2;76649;2008;3;02.06.2025;12 200 000
2;75700;2010;1;20.06.2025;11 900 000
2;75093;2008;1;03.06.2025;9 800 000
2;66613;2014;3;17.06.2025;22 250 000
2;63514;2018;3;09.06.2025;27 500 000
2;63200;2013;1;03.06.2025;18 250 000
2;63200;2013;1;03.06.2025;18 250 000
3;58097;2012;1;09.06.2025;13 900 000
3;58018;2011;1;03.06.2025;11 600 000
3;58000;2011;1;02.06.2025;12 800 000
3;58000;2013;1;20.06.2025;13 500 000
3;57800;2011;1;17.06.2025;12 800 000
3;57800;2011;1;20.06.2025;12 800 000
3;57001;2011;1;03.06.2025;11 800 000
3;57000;2011;1;17.06.2025;11 200 000
3;55900;2007;3;20.06.2025;12 250 000
3;55090;2010;1;03.06.2025;11 600 000
3;53688;2005;1;09.06.2025;8 500 000
3;53565;2005;1;09.06.2025;8 600 000
3;49999;2010;2;17.06.2025;17 000 000
3;49999;2010;2;17.06.2025;17 000 000
3;47367;2010;3;17.06.2025;17 400 000
3;46900;2007;3;17.06.2025;8 500 000
3;39388;2016;1;17.06.2025;17 000 000
3;38182;2013;3;09.06.2025;15 750 000
3;37923;2008;2;17.06.2025;14 800 000
3;37875;2021;3;03.06.2025;25 000 000
3;36800;2012;2;17.06.2025;14 300 000
3;35534;2012;1;02.06.2025;10 100 000
3;35196;2011;1;03.06.2025;13 500 000
3;35194;2014;2;03.06.2025;13 500 000
2;94584;2013;3;30.06.2025;17 200 000
2;81092;2016;1;30.06.2025;20 000 000
2;81073;2015;1;30.06.2025;20 000 000
3;53503;2008;3;30.06.2025;11 100 000
3;39870;2020;3;30.06.2025;25 800 000
