type;dwt;year;country;date;price
1;169234;2010;2;13.01.2014;21 000 000
3;53487;2006;3;20.01.2014;21 000 000
3;56023;2006;3;20.01.2014;22 800 000
3;57000;2010;1;20.01.2014;21 000 000
2;63500;2013;1;20.01.2014;31 000 000
2;76600;2007;3;20.01.2014;21 750 000
2;81300;2012;1;20.01.2014;26 000 000
2;81545;2013;1;20.01.2014;26 000 000
2;82000;2013;1;20.01.2014;24 000 000
2;76440;2005;3;27.01.2014;22 900 000
3;56013;2006;3;28.01.2014;22 500 000
3;50770;2009;3;04.02.2014;22 000 000
3;50779;2010;3;04.02.2014;22 000 000
3;50792;2010;3;04.02.2014;22 000 000
3;54430;2012;1;04.02.2014;25 000 000
2;76202;2012;1;04.02.2014;26 000 000
2;81487;2012;2;04.02.2014;33 000 000
2;81507;2012;2;04.02.2014;33 000 000
2;81516;2012;2;04.02.2014;33 000 000
2;82619;2006;3;04.02.2014;24 000 000
2;98681;2011;1;04.02.2014;30 000 000
2;98681;2011;1;04.02.2014;30 000 000
1;175800;2012;1;04.02.2014;46 000 000
1;179078;2011;2;04.02.2014;52 500 000
3;57005;2010;1;10.02.2014;22 400 000
2;75118;2008;1;17.02.2014;23 750 000
3;37300;2014;1;18.02.2014;22 500 000
3;37300;2014;1;18.02.2014;22 500 000
3;37300;2014;1;18.02.2014;22 500 000
3;37300;2014;1;18.02.2014;22 500 000
3;52489;2005;1;24.02.2014;21 000 000
3;53459;2005;3;24.02.2014;22 000 000
3;54958;2014;3;24.02.2014;31 000 000
3;56598;2012;1;24.02.2014;30 500 000
3;56726;2012;1;24.02.2014;30 500 000
3;56739;2012;1;24.02.2014;30 500 000
3;56750;2011;1;24.02.2014;30 500 000
3;57000;2010;1;24.02.2014;21 000 000
3;57982;2012;1;24.02.2014;29 000 000
3;57982;2010;1;24.02.2014;27 000 000
2;76295;2005;3;24.02.2014;23 000 000
3;55710;2006;3;04.03.2014;68 900 000
3;36000;2014;1;11.03.2014;23 550 000
3;36866;2011;2;11.03.2014;22 500 000
3;55380;2012;3;11.03.2014;29 500 000
2;75200;2012;1;11.03.2014;22 000 000
2;76508;2005;3;11.03.2014;22 800 000
2;81874;2014;1;17.03.2014;27 000 000
3;58000;2013;1;25.03.2014;26 400 000
3;58000;2013;1;25.03.2014;26 400 000
2;79600;2014;1;25.03.2014;25 000 000
2;81622;2012;1;25.03.2014;27 000 000
1;179078;2013;2;25.03.2014;53 000 000
3;52347;2005;3;31.03.2014;22 000 000
2;79501;2012;1;31.03.2014;23 500 000
2;79501;2012;1;31.03.2014;23 500 000
1;179109;2013;2;31.03.2014;55 000 000
2;76585;2006;3;07.04.2014;25 000 000
2;81700;2014;1;09.04.2014;35 000 000
3;57991;2011;1;14.04.2014;29 200 000
3;57991;2011;1;14.04.2014;29 200 000
2;78501;2012;1;14.04.2014;23 000 000
3;47685;2012;1;22.04.2014;17 000 000
3;55000;2010;1;22.04.2014;18 000 000
3;53621;2007;1;01.05.2014;15 200 000
3;55522;2009;3;01.05.2014;26 100 000
3;55709;2006;3;01.05.2014;22 500 000
3;56026;2006;3;01.05.2014;22 000 000
2;81383;2009;3;01.05.2014;27 500 000
2;82992;2006;3;01.05.2014;25 500 000
2;87144;2006;3;01.05.2014;22 000 000
2;82852;2012;1;20.05.2014;31 000 000
1;177216;2005;3;20.05.2014;42 000 000
3;41675;2006;4;27.05.2014;15 500 000
2;92500;2010;1;27.05.2014;22 800 000
3;50741;2013;2;02.06.2014;49 000 000
3;55700;2009;3;02.06.2014;25 500 000
2;79754;2011;1;02.06.2014;22 100 000
2;81630;2013;1;02.06.2014;27 500 000
2;82566;2014;1;02.06.2014;32 700 000
2;82566;2014;1;02.06.2014;32 700 000
2;76598;2006;3;11.06.2014;20 000 000
3;57981;2012;1;30.06.2014;24 900 000
3;58000;2012;1;30.06.2014;24 900 000
3;58018;2012;1;30.06.2014;24 900 000
1;179276;2011;2;30.06.2014;51 500 000
3;36866;2011;2;09.07.2014;20 500 000
3;50790;2009;3;09.07.2014;21 500 000
3;57000;2009;1;09.07.2014;18 100 000
3;56071;2007;3;14.07.2014;20 000 000
2;84091;2011;2;14.07.2014;25 000 000
2;87144;2006;3;14.07.2014;21 900 000
3;37000;2011;2;22.07.2014;17 800 000
3;55679;2008;3;28.07.2014;22 700 000
3;57696;2011;1;28.07.2014;19 500 000
3;53505;2011;1;10.08.2014;16 000 000
3;53732;2012;1;10.08.2014;18 200 000
2;76440;2005;3;10.08.2014;17 700 000
3;56831;2012;1;18.08.2014;17 800 000
2;79600;2014;1;18.08.2014;22 500 000
2;82936;2005;3;18.08.2014;17 700 000
3;52454;2006;3;27.08.2014;17 800 000
2;76596;2007;3;02.09.2014;19 500 000
2;79501;2012;1;02.09.2014;20 900 000
1;176000;2014;1;02.09.2014;44 500 000
3;56582;2011;1;03.09.2014;19 600 000
3;53260;2005;1;15.09.2014;12 300 000
3;53308;2005;1;15.09.2014;13 000 000
3;53542;2008;3;15.09.2014;20 400 000
3;53807;2007;1;15.09.2014;15 500 000
3;53828;2008;1;15.09.2014;16 200 000
3;55701;2009;3;15.09.2014;21 800 000
3;56806;2010;1;20.09.2014;22 500 000
3;56830;2010;1;20.09.2014;22 500 000
1;176000;2012;1;20.09.2014;40 000 000
1;179515;2012;2;20.09.2014;52 500 000
2;75395;2007;3;06.10.2014;18 200 000
2;81659;2012;1;06.10.2014;24 000 000
2;82000;2012;1;06.10.2014;24 000 000
3;55679;2008;3;13.10.2014;20 800 000
3;37860;2014;3;21.10.2014;26 600 000
3;52466;2005;1;21.10.2014;13 800 000
2;76588;2007;3;21.10.2014;18 500 000
3;37504;2006;3;27.10.2014;16 700 000
3;38800;2015;1;27.10.2014;26 000 000
1;179276;2011;2;27.10.2014;44 500 000
1;179362;2009;2;27.10.2014;40 500 000
2;64000;2014;1;03.11.2014;28 700 000
1;179276;2011;2;03.11.2014;44 500 000
1;179436;2010;2;03.11.2014;49 250 000
1;179436;2010;2;03.11.2014;49 250 000
2;76585;2006;3;11.11.2014;16 000 000
2;83690;2008;3;11.11.2014;19 500 000
2;83448;2010;3;18.11.2014;22 800 000
1;179398;2011;2;18.11.2014;42 000 000
1;179842;2011;1;18.11.2014;42 500 000
3;53299;2005;1;24.11.2014;7 000 000
3;55848;2012;3;26.11.2014;24 500 000
3;58743;2010;3;30.11.2014;21 800 000
2;76784;2005;3;02.12.2014;14 500 000
3;53489;2006;3;11.12.2014;14 300 000
3;55781;2006;3;11.12.2014;14 600 000
2;76596;2007;3;11.12.2014;16 000 000
2;80372;2009;1;11.12.2014;22 500 000
3;58086;2011;1;15.12.2014;27 000 000
3;58758;2007;1;12.01.2015;15 000 000
2;76588;2007;3;13.01.2015;19 000 000
2;81391;2011;2;20.01.2015;21 000 000
3;35916;2011;2;26.01.2015;16 800 000
3;56947;2011;1;26.01.2015;19 000 000
3;57185;2011;1;02.02.2015;19 000 000
2;84062;2011;2;16.02.2015;16 500 000
2;81305;2012;2;23.02.2015;18 400 000
1;175611;2011;1;23.02.2015;30 000 000
3;56017;2007;3;28.02.2015;12 500 000
2;91800;2009;2;28.02.2015;37 000 000
2;91913;2009;2;28.02.2015;37 000 000
3;40600;2015;1;09.03.2015;17 500 000
3;40600;2015;1;09.03.2015;17 500 000
3;55888;2005;3;09.03.2015;10 700 000
2;75880;2006;3;09.03.2015;12 250 000
2;82181;2010;3;09.03.2015;16 250 000
1;179185;2012;2;16.03.2015;32 000 000
1;179185;2011;2;16.03.2015;32 000 000
3;37700;2015;3;24.03.2015;22 000 000
3;46412;2005;3;24.03.2015;8 500 000
3;55725;2006;3;24.03.2015;11 300 000
2;81560;2016;1;27.03.2015;27 000 000
2;63500;2016;1;30.03.2015;24 500 000
3;56726;2010;1;01.04.2015;13 000 000
2;63500;2016;1;08.04.2015;24 500 000
2;81168;2011;2;08.04.2015;17 200 000
2;81393;2011;2;08.04.2015;17 600 000
1;179929;2011;1;08.04.2015;30 000 000
2;63500;2015;1;14.04.2015;24 250 000
2;75700;2011;1;14.04.2015;13 000 000
3;56039;2007;3;22.04.2015;12 250 000
2;75213;2008;1;22.04.2015;11 500 000
2;79600;2015;1;22.04.2015;16 000 000
2;81134;2011;2;22.04.2015;17 700 000
2;81391;2011;2;22.04.2015;17 600 000
2;82194;2010;3;28.04.2015;18 200 000
3;46412;2006;3;12.05.2015;9 500 000
3;56826;2011;1;12.05.2015;11 700 000
3;56832;2012;3;12.05.2015;14 400 000
3;57021;2010;1;12.05.2015;13 000 000
2;75700;2011;1;12.05.2015;12 200 000
3;58110;2009;1;18.05.2015;14 200 000
1;176924;2006;3;18.05.2015;18 000 000
3;55090;2010;1;20.05.2015;13 600 000
3;56039;2007;3;26.05.2015;11 400 000
3;56842;2011;1;26.05.2015;11 700 000
2;73593;2007;1;26.05.2015;9 300 000
2;75356;2007;3;26.05.2015;13 300 000
2;75397;2006;3;26.05.2015;12 250 000
2;75734;2005;3;26.05.2015;10 600 000
3;38000;2015;3;03.06.2015;21 000 000
2;76565;2008;3;03.06.2015;14 700 000
3;37745;2015;3;09.06.2015;21 000 000
3;58750;2008;1;09.06.2015;12 900 000
2;75593;2007;1;09.06.2015;9 300 000
2;81290;2012;2;16.06.2015;20 600 000
1;176371;2011;1;16.06.2015;27 500 000
3;55496;2008;3;23.06.2015;13 800 000
2;81398;2011;2;23.06.2015;17 200 000
3;53299;2005;1;30.06.2015;6 500 000
2;81375;2012;2;30.06.2015;17 700 000
2;79791;2011;1;02.07.2015;22 500 000
2;82641;2008;3;02.07.2015;16 000 000
3;58470;2011;1;10.07.2015;14 800 000
2;81582;2011;2;10.07.2015;19 000 000
2;79501;2012;1;16.07.2015;11 900 000
2;82922;2005;3;16.07.2015;12 600 000
3;55496;2008;3;20.07.2015;13 000 000
3;55648;2011;1;20.07.2015;13 000 000
3;55648;2011;1;20.07.2015;13 000 000
3;56811;2011;1;20.07.2015;11 000 000
2;81323;2011;2;20.07.2015;19 800 000
2;81755;2012;1;20.07.2015;16 100 000
2;81966;2012;2;20.07.2015;20 000 000
3;56726;2010;1;27.07.2015;11 500 000
2;93328;2010;1;27.07.2015;14 400 000
2;93328;2010;1;27.07.2015;14 400 000
1;179362;2011;2;27.07.2015;34 000 000
2;75375;2006;3;31.07.2015;13 300 000
2;76243;2012;1;31.07.2015;15 250 000
2;76286;2005;3;31.07.2015;11 500 000
3;58787;2008;1;03.08.2015;13 500 000
3;55496;2008;3;17.08.2015;13 200 000
2;77031;2006;3;17.08.2015;13 800 000
2;93263;2011;1;17.08.2015;14 800 000
1;179362;2011;2;17.08.2015;33 600 000
2;81600;2015;1;19.08.2015;28 000 000
3;52224;2008;3;24.08.2015;10 800 000
2;63272;2015;1;24.08.2015;19 900 000
2;63800;2015;1;24.08.2015;22 000 000
2;64000;2015;1;24.08.2015;19 900 000
2;81600;2015;1;24.08.2015;27 250 000
2;81630;2013;1;24.08.2015;17 000 000
2;81700;2015;1;24.08.2015;22 000 000
3;53308;2005;1;01.09.2015;6 700 000
3;58000;2010;1;01.09.2015;12 750 000
3;58743;2009;1;01.09.2015;14 200 000
3;56928;2011;1;06.09.2015;11 500 000
2;82580;2009;3;06.09.2015;18 000 000
2;89926;2006;3;06.09.2015;15 800 000
2;79366;2011;1;21.09.2015;22 800 000
2;79412;2011;1;21.09.2015;22 800 000
2;79659;2011;1;21.09.2015;22 800 000
2;83688;2006;3;21.09.2015;17 500 000
2;88279;2006;3;21.09.2015;12 000 000
1;177656;2006;3;30.09.2015;18 600 000
3;53800;2009;1;05.10.2015;10 000 000
3;53800;2009;1;05.10.2015;10 000 000
2;76598;2005;3;12.10.2015;10 000 000
3;55610;2007;3;20.10.2015;11 100 000
3;56788;2008;1;20.10.2015;27 000 000
2;75051;2012;3;20.10.2015;18 000 000
2;76000;2010;1;20.10.2015;12 200 000
2;114248;2011;1;20.10.2015;12 800 000
3;52358;2005;3;28.10.2015;8 750 000
2;88279;2006;3;30.10.2015;9 000 000
3;58470;2010;1;09.11.2015;13 500 000
1;179362;2011;2;09.11.2015;28 500 000
2;76000;2015;1;11.11.2015;9 000 000
2;76000;2015;1;11.11.2015;9 000 000
2;60916;2015;3;13.11.2015;22 800 000
1;179230;2015;2;16.11.2015;38 000 000
3;36000;2015;1;23.11.2015;13 800 000
3;35914;2011;2;24.11.2015;10 300 000
3;35914;2011;2;24.11.2015;10 300 000
3;52223;2006;3;30.11.2015;7 400 000
3;52223;2006;3;09.12.2015;6 500 000
3;57959;2012;1;09.12.2015;12 000 000
2;74483;2006;1;09.12.2015;15 000 000
2;77239;2014;3;09.12.2015;19 000 000
2;81061;2015;3;09.12.2015;24 500 000
2;81123;2011;2;09.12.2015;14 100 000
2;81508;2008;3;09.12.2015;13 900 000
3;37196;2012;2;15.12.2015;9 500 000
3;57000;2010;1;15.12.2015;10 000 000
2;75740;2006;3;15.12.2015;8 200 000
2;81001;2014;3;15.12.2015;23 000 000
2;81001;2014;3;15.12.2015;23 000 000
3;57959;2012;1;21.12.2015;11 100 000
1;175858;2010;1;21.12.2015;20 500 000
2;73541;2012;1;30.12.2015;10 000 000
2;81761;2013;1;12.01.2016;14 500 000
1;177775;2010;1;12.01.2016;19 200 000
1;179318;2015;2;12.01.2016;33 000 000
1;179405;2015;2;12.01.2016;33 000 000
1;179445;2015;2;12.01.2016;33 000 000
3;37186;2012;2;18.01.2016;8 900 000
3;55395;2013;1;18.01.2016;40 000 000
3;55699;2006;3;18.01.2016;6 300 000
3;56763;2012;1;18.01.2016;7 900 000
3;55496;2008;3;27.01.2016;7 000 000
3;58110;2012;1;27.01.2016;21 500 000
3;58129;2009;1;27.01.2016;7 800 000
2;81305;2012;2;27.01.2016;13 700 000
1;175858;2010;1;27.01.2016;18 500 000
3;56859;2011;1;30.01.2016;7 900 000
3;57981;2013;1;30.01.2016;9 000 000
3;55677;2005;3;03.02.2016;6 000 000
3;52454;2005;3;10.02.2016;5 700 000
3;54924;2009;3;16.02.2016;7 800 000
3;37187;2012;2;17.02.2016;8 000 000
3;55309;2007;3;17.02.2016;7 750 000
2;75403;2013;1;17.02.2016;14 300 000
2;76441;2010;1;17.02.2016;10 900 000
2;77901;2013;1;17.02.2016;14 600 000
3;53000;2012;1;22.02.2016;6 300 000
1;176890;2009;3;22.02.2016;19 000 000
3;36000;2016;1;26.02.2016;6 800 000
3;52454;2007;3;28.02.2016;6 500 000
3;57173;2010;1;07.03.2016;21 000 000
3;55340;2013;1;15.03.2016;8 250 000
3;55395;2013;1;15.03.2016;8 250 000
3;55429;2009;3;15.03.2016;8 300 000
3;58419;2011;2;15.03.2016;8 300 000
3;58444;2011;2;15.03.2016;8 300 000
3;58732;2008;1;15.03.2016;7 200 000
2;61000;2016;3;15.03.2016;18 500 000
2;80306;2010;1;15.03.2016;10 250 000
2;80370;2010;1;15.03.2016;10 250 000
3;56892;2011;1;22.03.2016;6 800 000
3;55340;2013;1;29.03.2016;9 200 000
3;55340;2013;1;29.03.2016;9 200 000
2;81640;2013;2;29.03.2016;13 000 000
2;81640;2013;2;29.03.2016;13 000 000
2;81641;2012;2;29.03.2016;12 000 000
2;81642;2012;2;29.03.2016;12 000 000
3;37187;2012;2;05.04.2016;6 000 000
2;81874;2012;2;05.04.2016;14 250 000
2;82108;2009;1;05.04.2016;9 200 000
3;53571;2008;1;14.04.2016;32 000 000
2;76585;2009;3;14.04.2016;8 750 000
2;81874;2012;4;14.04.2016;12 250 000
2;81874;2012;2;14.04.2016;13 500 000
1;178213;2011;2;14.04.2016;23 000 000
1;179221;2010;2;14.04.2016;22 000 000
2;60935;2015;3;20.04.2016;18 500 000
2;74933;2012;3;20.04.2016;13 000 000
2;61236;2014;3;26.04.2016;16 500 000
2;63800;2016;1;26.04.2016;15 500 000
1;179019;2011;2;26.04.2016;22 000 000
2;82514;2007;3;28.04.2016;9 200 000
3;57000;2012;1;30.04.2016;7 000 000
3;57000;2012;1;30.04.2016;7 000 000
3;58679;2008;1;04.05.2016;8 100 000
2;63800;2016;1;09.05.2016;16 000 000
2;74867;2012;3;09.05.2016;13 670 000
2;81123;2011;2;09.05.2016;14 700 000
2;81622;2012;1;09.05.2016;12 400 000
2;93200;2010;1;09.05.2016;9 800 000
3;56770;2011;1;17.05.2016;6 900 000
3;56847;2009;1;17.05.2016;6 000 000
2;60935;2015;3;17.05.2016;19 500 000
1;175247;2012;1;17.05.2016;19 000 000
3;35700;2015;1;23.05.2016;14 500 000
3;35700;2015;1;23.05.2016;14 500 000
2;75618;2011;1;23.05.2016;11 500 000
2;81420;2012;2;23.05.2016;14 200 000
2;82792;2007;3;23.05.2016;9 300 000
1;179797;2011;2;23.05.2016;23 750 000
1;179843;2011;2;23.05.2016;23 750 000
2;93253;2012;1;31.05.2016;11 350 000
2;93266;2012;1;31.05.2016;11 000 000
3;58713;2008;1;02.06.2016;8 300 000
3;56011;2005;3;07.06.2016;6 800 000
2;82926;2006;3;07.06.2016;8 500 000
1;179147;2010;2;07.06.2016;38 000 000
3;37302;2010;1;14.06.2016;7 200 000
2;63000;2016;1;14.06.2016;18 700 000
2;63000;2016;1;14.06.2016;18 700 000
2;82050;2007;3;14.06.2016;9 500 000
3;57982;2010;1;03.07.2016;10 000 000
2;63227;2012;1;03.07.2016;12 500 000
2;76728;2005;3;03.07.2016;12 900 000
2;83369;2010;3;03.07.2016;13 700 000
2;82134;2014;3;18.07.2016;17 600 000
2;81800;2016;1;18.07.2016;19 500 000
2;81699;2013;1;18.07.2016;13 200 000
2;81598;2012;1;18.07.2016;13 000 000
2;75356;2007;3;18.07.2016;8 500 000
2;63800;2016;1;18.07.2016;16 200 000
3;53474;2006;3;18.07.2016;7 000 000
3;52481;2006;1;18.07.2016;5 250 000
3;37156;2012;3;18.07.2016;13 000 000
3;35000;2011;2;18.07.2016;8 500 000
2;64000;2016;1;20.07.2016;16 900 000
2;64000;2016;1;20.07.2016;16 900 000
3;58115;2013;1;20.07.2016;10 714 286
3;58110;2012;1;20.07.2016;10 714 286
3;55848;2010;3;20.07.2016;10 714 286
3;55848;2010;3;20.07.2016;10 714 286
3;55848;2011;3;20.07.2016;10 714 286
3;55848;2011;3;20.07.2016;10 714 286
2;82551;2006;3;27.07.2016;8 500 000
2;82000;2016;1;27.07.2016;19 500 000
2;82000;2016;1;27.07.2016;19 500 000
2;82000;2016;1;27.07.2016;19 500 000
2;81344;2014;3;27.07.2016;17 600 000
2;76619;2008;3;27.07.2016;9 400 000
3;58086;2012;3;27.07.2016;14 500 000
3;57021;2010;1;27.07.2016;7 000 000
3;55000;2011;1;27.07.2016;5 600 000
2;85926;2006;3;01.08.2016;32 000 000
3;35000;2010;2;09.08.2016;8 500 000
3;52500;2005;3;09.08.2016;7 200 000
3;56793;2010;1;09.08.2016;7 000 000
2;63500;2012;1;09.08.2016;12 800 000
2;82100;2011;3;09.08.2016;14 800 000
3;35542;2013;1;18.08.2016;7 400 000
3;53505;2007;3;18.08.2016;8 200 000
3;58110;2010;1;18.08.2016;11 200 000
2;76554;2008;3;18.08.2016;9 600 000
2;95711;2013;3;24.08.2016;16 500 000
1;179185;2009;2;24.08.2016;18 700 000
3;37877;2016;1;30.08.2016;14 500 000
3;53410;2007;1;30.08.2016;5 500 000
3;53538;2010;1;30.08.2016;5 500 000
3;55783;2010;1;30.08.2016;8 100 000
3;56937;2008;1;30.08.2016;5 700 000
3;57000;2012;1;30.08.2016;7 000 000
3;57000;2012;1;30.08.2016;7 000 000
3;57721;2012;1;30.08.2016;7 300 000
2;63500;2012;1;30.08.2016;12 750 000
2;63500;2012;1;30.08.2016;12 750 000
2;76636;2008;3;30.08.2016;9 100 000
2;81502;2010;3;30.08.2016;13 800 000
1;179185;2009;2;05.09.2016;18 750 000
3;36798;2012;1;12.09.2016;8 200 000
3;36851;2012;1;12.09.2016;7 900 000
3;52481;2006;1;12.09.2016;7 900 000
2;61414;2010;3;12.09.2016;28 000 000
2;64000;2016;1;12.09.2016;17 500 000
2;64000;2016;1;12.09.2016;17 500 000
2;93005;2012;1;12.09.2016;9 500 000
2;93028;2011;1;12.09.2016;9 500 000
2;93246;2011;1;12.09.2016;9 500 000
2;93246;2011;1;12.09.2016;9 500 000
2;115156;2012;1;12.09.2016;12 600 000
3;55903;2006;3;20.09.2016;8 850 000
1;178978;2010;2;20.09.2016;20 900 000
1;178978;2010;2;20.09.2016;20 900 000
1;178978;2010;2;20.09.2016;20 900 000
1;179166;2011;2;20.09.2016;22 750 000
3;35000;2011;1;30.09.2016;5 500 000
3;56755;2010;1;30.09.2016;7 200 000
3;56808;2011;1;30.09.2016;7 800 000
3;58701;2007;1;30.09.2016;9 300 000
2;75008;2011;3;30.09.2016;12 800 000
2;76583;2009;3;30.09.2016;10 600 000
2;82000;2016;1;30.09.2016;19 100 000
2;82672;2008;3;30.09.2016;10 500 000
1;171343;2014;3;30.09.2016;28 000 000
1;178978;2010;2;30.09.2016;21 000 000
3;46400;2006;3;04.10.2016;7 500 000
3;56029;2005;3;11.10.2016;8 200 000
2;63500;2016;1;11.10.2016;18 000 000
2;77024;2016;3;11.10.2016;21 500 000
2;81600;2016;3;11.10.2016;22 500 000
2;82687;2008;3;11.10.2016;11 200 000
2;118532;2011;1;11.10.2016;14 000 000
2;118590;2011;1;11.10.2016;13 000 000
3;57017;2010;1;17.10.2016;6 500 000
3;58133;2009;1;17.10.2016;11 800 000
2;63118;2015;1;17.10.2016;18 100 000
2;82533;2009;3;17.10.2016;12 300 000
3;49546;2009;3;25.10.2016;9 800 000
3;54924;2009;3;25.10.2016;11 800 000
3;56720;2010;1;25.10.2016;6 500 000
3;56754;2012;1;25.10.2016;8 250 000
2;63500;2016;1;25.10.2016;18 200 000
2;78184;2015;3;25.10.2016;21 500 000
3;35106;2009;1;03.11.2016;9 000 000
3;48589;2007;3;03.11.2016;7 500 000
3;54924;2009;3;03.11.2016;11 800 000
3;56971;2010;1;03.11.2016;7 000 000
3;58096;2010;1;03.11.2016;12 000 000
2;76863;2006;3;03.11.2016;8 200 000
2;82688;2007;3;03.11.2016;10 600 000
1;179147;2009;2;03.11.2016;18 850 000
3;36940;2012;1;07.11.2016;8 000 000
3;36940;2012;1;07.11.2016;8 000 000
3;36940;2012;1;07.11.2016;8 000 000
3;36940;2012;1;07.11.2016;8 000 000
3;37877;2016;1;07.11.2016;13 500 000
3;53410;2007;1;07.11.2016;6 200 000
3;56971;2010;1;07.11.2016;7 000 000
3;56971;2010;1;07.11.2016;7 000 000
3;58470;2009;1;07.11.2016;12 000 000
2;63301;2016;1;07.11.2016;17 500 000
2;75206;2009;1;07.11.2016;10 600 000
2;81000;2016;1;07.11.2016;19 500 000
2;81000;2016;1;07.11.2016;19 500 000
3;56659;2012;1;14.11.2016;8 000 000
2;61500;2016;1;14.11.2016;18 800 000
2;81600;2012;1;14.11.2016;12 800 000
2;82740;2012;2;14.11.2016;14 950 000
3;35000;2011;2;20.11.2016;10 300 000
3;37139;2011;2;20.11.2016;10 500 000
3;38800;2016;1;20.11.2016;15 400 000
3;38800;2016;1;20.11.2016;15 400 000
3;38800;2016;1;20.11.2016;15 400 000
3;56724;2012;1;20.11.2016;8 350 000
2;82000;2016;1;20.11.2016;15 000 000
2;83975;2013;2;20.11.2016;16 750 000
2;83987;2013;2;20.11.2016;16 750 000
2;83987;2013;2;20.11.2016;16 750 000
1;178926;2011;2;20.11.2016;21 150 000
1;178929;2012;2;20.11.2016;23 250 000
1;178929;2012;2;20.11.2016;23 000 000
1;178929;2012;2;20.11.2016;23 000 000
1;179016;2011;2;20.11.2016;21 150 000
3;56023;2005;3;28.11.2016;8 700 000
3;56121;2011;3;28.11.2016;12 900 000
3;56788;2008;1;28.11.2016;6 500 000
3;58018;2010;1;28.11.2016;8 600 000
3;58018;2010;1;28.11.2016;8 600 000
3;58693;2009;1;28.11.2016;12 000 000
3;37277;2008;3;30.11.2016;9 000 000
3;55733;2011;3;30.11.2016;13 500 000
3;58080;2010;2;30.11.2016;11 200 000
3;58680;2012;1;30.11.2016;14 850 000
3;58814;2010;2;30.11.2016;11 200 000
2;81510;2013;2;30.11.2016;16 000 000
2;82449;2008;3;05.12.2016;11 200 000
2;82656;2007;3;05.12.2016;10 800 000
3;38462;2012;3;14.12.2016;14 400 000
3;38800;2016;1;14.12.2016;15 500 000
3;56070;2006;3;14.12.2016;9 400 000
3;56543;2010;1;14.12.2016;8 600 000
3;56889;2011;1;14.12.2016;9 500 000
2;81277;2016;1;14.12.2016;20 000 000
2;81800;2016;1;14.12.2016;19 500 000
2;81800;2016;1;14.12.2016;19 500 000
1;179385;2010;2;14.12.2016;140 000 000
3;56633;2011;1;19.12.2016;9 500 000
3;58097;2012;1;19.12.2016;15 300 000
2;64000;2016;1;19.12.2016;18 700 000
2;81966;2016;1;19.12.2016;61 500 000
2;80717;2010;2;23.12.2016;13 300 000
3;38800;2016;1;10.01.2017;15 500 000
3;48857;2005;3;10.01.2017;8 000 000
3;55862;2006;3;10.01.2017;8 300 000
3;56047;2008;3;10.01.2017;10 100 000
3;58086;2013;1;10.01.2017;14 500 000
2;76596;2006;3;10.01.2017;8 000 000
3;36746;2011;1;16.01.2017;9 200 000
3;37495;2010;1;16.01.2017;9 500 000
3;56121;2011;3;16.01.2017;13 300 000
2;82123;2009;3;16.01.2017;12 000 000
2;114536;2012;1;16.01.2017;13 200 000
2;114688;2011;1;16.01.2017;13 200 000
2;84700;2016;3;18.01.2017;25 000 000
2;93246;2011;1;18.01.2017;12 500 000
1;179221;2010;2;18.01.2017;45 000 000
3;55303;2008;3;25.01.2017;10 900 000
2;75621;2006;3;25.01.2017;8 500 000
2;75621;2006;3;25.01.2017;8 500 000
2;80705;2010;2;25.01.2017;13 100 000
3;50630;2011;3;30.01.2017;9 000 000
3;55840;2007;3;30.01.2017;9 500 000
1;179147;2010;2;30.01.2017;20 500 000
3;54170;2006;3;05.02.2017;8 100 000
3;58729;2009;1;05.02.2017;11 000 000
1;179294;2010;2;05.02.2017;20 500 000
3;37500;2010;1;16.02.2017;9 000 000
3;39400;2014;1;16.02.2017;14 000 000
3;57000;2011;1;16.02.2017;7 350 000
3;59850;2017;3;16.02.2017;23 000 000
2;75200;2011;1;16.02.2017;10 850 000
2;80448;2011;2;16.02.2017;14 800 000
2;93296;2010;1;16.02.2017;10 500 000
3;53413;2008;1;20.02.2017;7 000 000
3;56060;2005;3;20.02.2017;8 500 000
3;57970;2010;1;20.02.2017;9 250 000
3;58018;2011;1;20.02.2017;10 000 000
2;61000;2016;3;20.02.2017;22 600 000
2;81640;2013;2;20.02.2017;18 400 000
2;82331;2009;3;20.02.2017;13 300 000
2;82500;2012;2;20.02.2017;15 900 000
2;82500;2013;2;20.02.2017;16 100 000
2;95711;2013;3;20.02.2017;19 000 000
3;38173;2012;3;28.02.2017;14 850 000
3;54768;2009;3;28.02.2017;12 800 000
3;54768;2009;3;28.02.2017;12 800 000
3;55091;2010;1;28.02.2017;11 900 000
3;57014;2011;1;28.02.2017;9 700 000
3;57700;2011;1;28.02.2017;10 500 000
2;63800;2017;1;28.02.2017;19 800 000
2;81711;2013;1;28.02.2017;15 100 000
2;81713;2013;1;28.02.2017;15 100 000
2;81713;2013;1;28.02.2017;15 100 000
2;81713;2013;1;28.02.2017;15 100 000
2;82014;2007;3;28.02.2017;12 500 000
3;52454;2007;3;05.03.2017;9 800 000
3;55309;2007;3;05.03.2017;9 800 000
2;75698;2007;3;05.03.2017;10 800 000
2;95735;2012;3;05.03.2017;17 500 000
3;53350;2007;1;08.03.2017;7 000 000
3;57000;2010;1;08.03.2017;8 600 000
2;63500;2013;1;08.03.2017;253 000 000
2;76806;2005;3;08.03.2017;9 800 000
2;81508;2009;3;08.03.2017;14 500 000
2;81918;2014;3;08.03.2017;22 100 000
